"","aeid","Assay Name","descriptors_name","label","CT-Tot","TP","FP","FN","TN","BA","OR","P-Val","Inv OR","Inv P-val","assay_component_endpoint_name"
"2430","153","AEID:153_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-444","chain:alkaneLinear_dodedyl_C12",30,4,26,38,1373,0.538326681,5.558704376,0.009859247,0.179898039,0.998629153,"BSK_3C_MCP1_down"
"2431","153","AEID:153_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-445","chain:alkaneLinear_tetradecyl_C14",15,4,11,38,1388,0.543687642,13.28229618,0.000675263,0.075288184,0.999960005,"BSK_3C_MCP1_down"
"2432","153","AEID:153_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-446","chain:alkaneLinear_hexadecyl_C16",10,3,7,39,1392,0.533212483,15.29670334,0.002398131,0.065373562,0.999884427,"BSK_3C_MCP1_down"
"2433","153","AEID:153_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-456","chain:alkeneCyclic_ethene_C_(connect_noZ)",72,6,66,36,1333,0.547840297,3.366161585,0.015798783,0.297074258,0.996168077,"BSK_3C_MCP1_down"
"2434","153","AEID:153_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-5","atom:element_metal_poor_metal",5,3,2,39,1397,0.53499949,53.73077011,0.000221393,0.01861131,0.99999696,"BSK_3C_MCP1_down"
"2435","153","AEID:153_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-555","group:ligand_path_4_bidentate_aminoethanol",50,4,46,38,1353,0.531178713,3.096109867,0.054390363,0.322985947,0.986774504,"BSK_3C_MCP1_down"
"2436","153","AEID:153_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-59","bond:C=N_imine_N(connect_noZ)",7,3,4,39,1395,0.534284711,26.82692337,0.000743737,0.037275985,0.999979436,"BSK_3C_MCP1_down"
"2437","153","AEID:153_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-602","ring:fused_steroid_generic_[5_6_6_6]",28,3,25,39,1374,0.526779354,4.227692127,0.045464978,0.236535668,0.992315292,"BSK_3C_MCP1_down"
"2438","155","AEID:155_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-264","bond:quatN_alkyl_acyclic",12,4,8,7,1422,0.679021001,101.5714264,8.84908e-07,0.009845288,1,"BSK_3C_MIG_down"
"2439","155","AEID:155_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-267","bond:quatN_generic",18,4,14,7,1416,0.676923096,57.79591751,5.34313e-06,0.01730226,0.99999994,"BSK_3C_MIG_down"
"2440","155","AEID:155_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-324","bond:metal_group_III_other_generic",5,3,2,8,1428,0.635664344,267.75,3.28788e-06,0.003734827,1,"BSK_3C_MIG_down"
"2441","155","AEID:155_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-338","bond:metal_group_III_other_Sn_generic",4,3,1,8,1429,0.636013985,535.875,1.32066e-06,0.001866107,1,"BSK_3C_MIG_down"
"2442","155","AEID:155_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-340","bond:metal_group_III_other_Sn_organo",4,3,1,8,1429,0.636013985,535.875,1.32066e-06,0.001866107,1,"BSK_3C_MIG_down"
"2443","155","AEID:155_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-439","chain:alkaneLinear_propyl_C3",299,6,293,5,1137,0.670279741,4.656655312,0.013652764,0.214746416,0.997634351,"BSK_3C_MIG_down"
"2444","155","AEID:155_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-440","chain:alkaneLinear_butyl_C4",189,6,183,5,1247,0.708741248,8.177049637,0.00123272,0.122293502,0.999875069,"BSK_3C_MIG_down"
"2445","155","AEID:155_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-441","chain:alkaneLinear_hexyl_C6",98,4,94,7,1336,0.648951054,8.121580124,0.004583051,0.123128742,0.999562204,"BSK_3C_MIG_down"
"2446","155","AEID:155_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-442","chain:alkaneLinear_octyl_C8",73,4,69,7,1361,0.657692313,11.27122116,0.00152759,0.088721529,0.999893963,"BSK_3C_MIG_down"
"2447","155","AEID:155_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-443","chain:alkaneLinear_decyl_C10",42,4,38,7,1392,0.668531477,20.93233109,0.000177782,0.047772989,0.999993265,"BSK_3C_MIG_down"
"2448","155","AEID:155_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-444","chain:alkaneLinear_dodedyl_C12",30,4,26,7,1404,0.672727287,30.8571434,4.56445e-05,0.032407407,0.999998808,"BSK_3C_MIG_down"
"2449","155","AEID:155_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-445","chain:alkaneLinear_tetradecyl_C14",15,4,11,7,1419,0.677972019,73.7142868,2.41168e-06,0.013565891,1,"BSK_3C_MIG_down"
"2450","155","AEID:155_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-446","chain:alkaneLinear_hexadecyl_C16",10,4,6,7,1424,0.679720283,135.6190491,3.78367e-07,0.007373596,1,"BSK_3C_MIG_down"
"2451","155","AEID:155_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-5","atom:element_metal_poor_metal",5,3,2,8,1428,0.635664344,267.75,3.28788e-06,0.003734827,1,"BSK_3C_MIG_down"
"2452","155","AEID:155_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-588","ring:aromatic_phenyl",178,5,173,6,1257,0.666783214,6.054913521,0.006731541,0.165155128,0.999112368,"BSK_3C_MIG_down"
"2453","157","AEID:157_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-141","bond:CX_halide_alkenyl-X_dihalo_(1_2-)",15,5,10,97,1329,0.520775676,6.850515366,0.002733979,0.145974413,0.999677598,"BSK_3C_Proliferation_down"
"2454","157","AEID:157_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-142","bond:CX_halide_alkenyl-X_generic",42,8,34,94,1305,0.526519656,3.266583204,0.007491495,0.30613026,0.998051226,"BSK_3C_Proliferation_down"
"2455","157","AEID:157_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-144","bond:CX_halide_alkyl-Cl_dichloro_(1_1-)",39,8,31,94,1308,0.527639866,3.590940237,0.004667263,0.278478593,0.998891175,"BSK_3C_Proliferation_down"
"2456","157","AEID:157_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-166","bond:CX_halide_alkyl-X_secondary",17,4,13,98,1326,0.514753461,4.163265228,0.027503222,0.240196079,0.994974971,"BSK_3C_Proliferation_down"
"2457","157","AEID:157_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-167","bond:CX_halide_alkyl-X_tertiary",17,4,13,98,1326,0.514753461,4.163265228,0.027503222,0.240196079,0.994974971,"BSK_3C_Proliferation_down"
"2458","157","AEID:157_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-17","bond:C(~Z)~C~Q_a-halocarbonyl",35,9,26,93,1313,0.534408927,4.887096882,0.000469753,0.204620466,0.999915957,"BSK_3C_Proliferation_down"
"2459","157","AEID:157_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-264","bond:quatN_alkyl_acyclic",12,6,6,96,1333,0.527171314,13.88541698,7.0985e-05,0.072018005,0.999995708,"BSK_3C_Proliferation_down"
"2460","157","AEID:157_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-267","bond:quatN_generic",18,6,12,96,1327,0.524930835,6.911458492,0.001002953,0.144687265,0.999879062,"BSK_3C_Proliferation_down"
"2461","157","AEID:157_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-324","bond:metal_group_III_other_generic",5,4,1,98,1338,0.519234419,54.61224365,0.000112283,0.018310912,0.999998391,"BSK_3C_Proliferation_down"
"2462","157","AEID:157_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-338","bond:metal_group_III_other_Sn_generic",4,4,0,98,1339,0.519607842,1e+08,2.37526e-05,0,1,"BSK_3C_Proliferation_down"
"2463","157","AEID:157_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-340","bond:metal_group_III_other_Sn_organo",4,4,0,98,1339,0.519607842,1e+08,2.37526e-05,0,1,"BSK_3C_Proliferation_down"
"2464","157","AEID:157_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-445","chain:alkaneLinear_tetradecyl_C14",15,5,10,97,1329,0.520775676,6.850515366,0.002733979,0.145974413,0.999677598,"BSK_3C_Proliferation_down"
"2465","157","AEID:157_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-446","chain:alkaneLinear_hexadecyl_C16",10,4,6,98,1333,0.517367363,9.068027496,0.003568172,0.110277571,0.999694228,"BSK_3C_Proliferation_down"
"2466","157","AEID:157_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-471","chain:alkyne_ethyne_generic",18,4,14,98,1325,0.514380038,3.86297369,0.033483576,0.258867919,0.993427992,"BSK_3C_Proliferation_down"
"2467","157","AEID:157_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-488","chain:aromaticAlkene_Ph-C2_acyclic_generic",33,7,26,95,1313,0.524604976,3.721052647,0.006683105,0.268741161,0.998494148,"BSK_3C_Proliferation_down"
"2468","157","AEID:157_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-5","atom:element_metal_poor_metal",5,4,1,98,1338,0.519234419,54.61224365,0.000112283,0.018310912,0.999998391,"BSK_3C_Proliferation_down"
"2469","157","AEID:157_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-59","bond:C=N_imine_N(connect_noZ)",7,3,4,99,1335,0.513212204,10.11363602,0.009777957,0.098876402,0.999297202,"BSK_3C_Proliferation_down"
"2470","157","AEID:157_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-604","ring:hetero_[3]_O_epoxide",12,3,9,99,1330,0.511345148,4.478114605,0.047398776,0.223308265,0.992471099,"BSK_3C_Proliferation_down"
"2471","157","AEID:157_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-91","bond:CC(=O)C_quinone_1_4-benzo",13,4,9,98,1330,0.516247153,6.031745911,0.010291044,0.16578947,0.998685956,"BSK_3C_Proliferation_down"
"2472","159","AEID:159_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-141","bond:CX_halide_alkenyl-X_dihalo_(1_2-)",15,3,12,47,1379,0.525686562,7.335106373,0.013329974,0.136330679,0.998678088,"BSK_3C_SRB_down"
"2473","159","AEID:159_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-142","bond:CX_halide_alkenyl-X_generic",42,4,38,46,1353,0.526340783,3.096109867,0.054390363,0.322985947,0.986774504,"BSK_3C_SRB_down"
"2474","159","AEID:159_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-144","bond:CX_halide_alkyl-Cl_dichloro_(1_1-)",39,4,35,46,1356,0.52741915,3.368944168,0.043119613,0.296828896,0.990316629,"BSK_3C_SRB_down"
"2475","159","AEID:159_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-160","bond:CX_halide_alkyl-X_dihalo_(1_2-)",49,5,44,45,1347,0.534184039,3.401515245,0.024688967,0.293986648,0.994253337,"BSK_3C_SRB_down"
"2476","159","AEID:159_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-167","bond:CX_halide_alkyl-X_tertiary",17,4,13,46,1378,0.535327077,9.217391014,0.00218907,0.108490564,0.999814332,"BSK_3C_SRB_down"
"2477","159","AEID:159_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-264","bond:quatN_alkyl_acyclic",12,7,5,43,1386,0.568202734,45.12557983,2.74528e-08,0.022160379,1,"BSK_3C_SRB_down"
"2478","159","AEID:159_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-267","bond:quatN_generic",18,7,11,43,1380,0.566046,20.42283249,9.4024e-07,0.048964802,0.99999994,"BSK_3C_SRB_down"
"2479","159","AEID:159_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-442","chain:alkaneLinear_octyl_C8",73,7,66,43,1325,0.546276033,3.268146515,0.011076458,0.305983841,0.997169733,"BSK_3C_SRB_down"
"2480","159","AEID:159_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-443","chain:alkaneLinear_decyl_C10",42,6,36,44,1355,0.547059655,5.132575989,0.002596848,0.194833949,0.999579847,"BSK_3C_SRB_down"
"2481","159","AEID:159_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-444","chain:alkaneLinear_dodedyl_C12",30,5,25,45,1366,0.541013658,6.071111202,0.003035689,0.1647145,0.999595404,"BSK_3C_SRB_down"
"2482","159","AEID:159_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-445","chain:alkaneLinear_tetradecyl_C14",15,5,10,45,1381,0.546405435,15.34444427,9.49935e-05,0.065170169,0.999994934,"BSK_3C_SRB_down"
"2483","159","AEID:159_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-446","chain:alkaneLinear_hexadecyl_C16",10,4,6,46,1385,0.537843287,20.07246399,0.000231403,0.049819496,0.99999088,"BSK_3C_SRB_down"
"2484","159","AEID:159_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-623","ring:hetero_[5]_N_S_thiazole",17,3,14,47,1377,0.52496767,6.278115273,0.018971305,0.159283459,0.99781096,"BSK_3C_SRB_down"
"2485","159","AEID:159_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-632","ring:hetero_[5]_Z_1_2-Z",38,4,34,46,1357,0.527778566,3.470588207,0.039690252,0.288135588,0.991333842,"BSK_3C_SRB_down"
"2486","160","AEID:160_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-467","chain:alkeneLinear_mono-ene_ethylene_generic",135,3,132,6,1300,0.620577276,4.924242496,0.04433861,0.203076929,0.993604124,"BSK_3C_SRB_up"
"2487","161","AEID:161_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-422","chain:alkaneBranch_isopropyl_C3",166,7,159,16,1259,0.596109033,3.464229584,0.011700774,0.28866446,0.997191846,"BSK_3C_Thrombomodulin_down"
"2488","161","AEID:161_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-440","chain:alkaneLinear_butyl_C4",189,7,182,16,1236,0.587999046,2.971153736,0.023124309,0.336569577,0.993590772,"BSK_3C_Thrombomodulin_down"
"2489","161","AEID:161_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-450","chain:alkeneBranch_mono-ene_2-butene",40,3,37,20,1381,0.552170873,5.598648548,0.023883732,0.178614527,0.996917784,"BSK_3C_Thrombomodulin_down"
"2490","161","AEID:161_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-459","chain:alkeneLinear_diene_1_2-butene",35,4,31,19,1387,0.576025605,9.419354439,0.001862669,0.106164381,0.999845147,"BSK_3C_Thrombomodulin_down"
"2491","161","AEID:161_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-46","bond:C(=O)O_carboxylicEster_acyclic",102,6,96,17,1322,0.59658426,4.860294342,0.004073109,0.205748871,0.999307573,"BSK_3C_Thrombomodulin_down"
"2492","161","AEID:161_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-460","chain:alkeneLinear_diene_1_3-butene",13,3,10,20,1408,0.561691284,21.12000084,0.000916518,0.047348484,0.999967813,"BSK_3C_Thrombomodulin_down"
"2493","161","AEID:161_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-463","chain:alkeneLinear_mono-ene_2-hexene",20,3,17,20,1401,0.559223056,12.36176491,0.003395245,0.080894597,0.999797761,"BSK_3C_Thrombomodulin_down"
"2494","161","AEID:161_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-464","chain:alkeneLinear_mono-ene_allyl",37,4,33,19,1385,0.575320423,8.835725784,0.002299896,0.113176897,0.99979645,"BSK_3C_Thrombomodulin_down"
"2495","161","AEID:161_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-465","chain:alkeneLinear_mono-ene_ehtylene_terminal",34,3,31,20,1387,0.55428648,6.711290359,0.015398494,0.149002641,0.9983325,"BSK_3C_Thrombomodulin_down"
"2496","161","AEID:161_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-466","chain:alkeneLinear_mono-ene_ethylene",42,4,38,19,1380,0.573557377,7.645429134,0.003695215,0.130797103,0.999623299,"BSK_3C_Thrombomodulin_down"
"2497","161","AEID:161_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-467","chain:alkeneLinear_mono-ene_ethylene_generic",135,7,128,16,1290,0.607039928,4.409179688,0.003693666,0.226799563,0.999295294,"BSK_3C_Thrombomodulin_down"
"2498","161","AEID:161_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-48","bond:C(=O)O_carboxylicEster_alkenyl",35,4,31,19,1387,0.576025605,9.419354439,0.001862669,0.106164381,0.999845147,"BSK_3C_Thrombomodulin_down"
"2499","1615","AEID:1615_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-104","bond:CN_amine_sec-NH_aromatic",17,8,9,64,223,0.536158979,3.097222328,0.025937757,0.322869956,0.993098378,"CLD_CYP1A1_6hr"
"2500","1615","AEID:1615_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-106","bond:CN_amine_sec-NH_generic",18,9,9,63,223,0.543103456,3.539682627,0.011146597,0.282511204,0.997343421,"CLD_CYP1A1_6hr"
"2501","1615","AEID:1615_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-237","bond:P=O_phosphate_dithio",7,5,2,67,230,0.530411899,8.582089424,0.009291832,0.116521738,0.999150634,"CLD_CYP1A1_6hr"
"2502","1615","AEID:1615_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-610","ring:hetero_[5]_N_imidazole",6,5,1,67,231,0.532567024,17.23880577,0.00326152,0.05800866,0.999850214,"CLD_CYP1A1_6hr"
"2503","1615","AEID:1615_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-617","ring:hetero_[5]_N_triazole_(1_2_4-)",17,8,9,64,223,0.536158979,3.097222328,0.025937757,0.322869956,0.993098378,"CLD_CYP1A1_6hr"
"2504","1616","AEID:1616_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-239","bond:P=O_phosphate_thioate",11,6,5,52,241,0.541561544,5.561538696,0.007987672,0.179806367,0.998835146,"CLD_CYP1A2_6hr"
"2505","1617","AEID:1617_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-108","bond:CN_amine_ter-N_aromatic",9,8,1,123,172,0.527644157,11.18699169,0.005955018,0.089389533,0.999563992,"CLD_CYP2B6_6hr"
"2506","1617","AEID:1617_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-109","bond:CN_amine_ter-N_aromatic_aliphatic",9,8,1,123,172,0.527644157,11.18699169,0.005955018,0.089389533,0.999563992,"CLD_CYP2B6_6hr"
"2507","1617","AEID:1617_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-125","bond:COH_alcohol_benzyl",4,4,0,127,173,0.515267193,1e+08,0.033583403,0,1,"CLD_CYP2B6_6hr"
"2508","1617","AEID:1617_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-17","bond:C(~Z)~C~Q_a-halocarbonyl",13,10,3,121,170,0.529497445,4.683195591,0.012691321,0.213529408,0.997740388,"CLD_CYP2B6_6hr"
"2509","1617","AEID:1617_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-196","bond:N(=O)_nitro_aromatic",19,13,6,118,167,0.532277286,3.066384077,0.019810239,0.326117009,0.994505048,"CLD_CYP2B6_6hr"
"2510","1617","AEID:1617_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-197","bond:N(=O)_nitro_C",19,13,6,118,167,0.532277286,3.066384077,0.019810239,0.326117009,0.994505048,"CLD_CYP2B6_6hr"
"2511","1617","AEID:1617_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-239","bond:P=O_phosphate_thioate",11,10,1,121,172,0.535277784,14.21487617,0.001241309,0.070348836,0.999925792,"CLD_CYP2B6_6hr"
"2512","1617","AEID:1617_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-36","bond:C(=O)N_carboxamide_(NR2)",22,16,6,115,167,0.543727636,3.872463703,0.003561212,0.258233547,0.999191165,"CLD_CYP2B6_6hr"
"2513","1617","AEID:1617_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-423","chain:alkaneBranch_t-butyl_C4",19,13,6,118,167,0.532277286,3.066384077,0.019810239,0.326117009,0.994505048,"CLD_CYP2B6_6hr"
"2514","1617","AEID:1617_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-472","chain:aromaticAlkane_Ar-C_meta",9,7,2,124,171,0.520937204,4.826612949,0.036576707,0.207184628,0.99404496,"CLD_CYP2B6_6hr"
"2515","1617","AEID:1617_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-476","chain:aromaticAlkane_Ph-C1_acyclic_connect_noDblBd",71,45,26,86,147,0.596611202,2.958407879,7.30111e-05,0.338019639,0.999976814,"CLD_CYP2B6_6hr"
"2516","1617","AEID:1617_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-480","chain:aromaticAlkane_Ph-C2",8,8,0,123,173,0.530534327,1e+08,0.001049217,0,1,"CLD_CYP2B6_6hr"
"2517","1617","AEID:1617_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-488","chain:aromaticAlkene_Ph-C2_acyclic_generic",4,4,0,127,173,0.515267193,1e+08,0.033583403,0,1,"CLD_CYP2B6_6hr"
"2518","1617","AEID:1617_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-555","group:ligand_path_4_bidentate_aminoethanol",11,9,2,122,171,0.528570771,6.307376862,0.009468409,0.158544511,0.998758674,"CLD_CYP2B6_6hr"
"2519","1617","AEID:1617_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-617","ring:hetero_[5]_N_triazole_(1_2_4-)",17,14,3,117,170,0.544764578,6.780626774,0.000827119,0.147478998,0.999892831,"CLD_CYP2B6_6hr"
"2520","1617","AEID:1617_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-618","ring:hetero_[5]_N_triazole_(1_3_4-)",20,16,4,115,169,0.549508035,5.878261089,0.000596055,0.170118347,0.999909878,"CLD_CYP2B6_6hr"
"2521","1617","AEID:1617_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-631","ring:hetero_[5]_Z_1_2_4_1_3_4-Z",26,20,6,111,167,0.55899483,5.015015125,0.000277731,0.1994012,0.999949932,"CLD_CYP2B6_6hr"
"2522","162","AEID:162_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-139","bond:CX_halide_alkenyl-X_acyclic_generic",20,3,17,39,1382,0.529638529,6.25339365,0.018589398,0.159913167,0.997845113,"BSK_3C_Thrombomodulin_up"
"2523","162","AEID:162_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-142","bond:CX_halide_alkenyl-X_generic",42,5,37,37,1362,0.546300054,4.974433899,0.006311534,0.2010279,0.99897927,"BSK_3C_Thrombomodulin_up"
"2524","162","AEID:162_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-264","bond:quatN_alkyl_acyclic",12,4,8,38,1391,0.54475987,18.30263138,0.000261045,0.054636952,0.999988735,"BSK_3C_Thrombomodulin_up"
"2525","162","AEID:162_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-267","bond:quatN_generic",18,4,14,38,1385,0.542615473,10.41353416,0.001420118,0.096028879,0.999893069,"BSK_3C_Thrombomodulin_up"
"2526","162","AEID:162_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-302","bond:X[any]_halide",488,25,463,17,936,0.632143736,2.972938538,0.00048585,0.336367518,0.999849319,"BSK_3C_Thrombomodulin_up"
"2527","162","AEID:162_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-443","chain:alkaneLinear_decyl_C10",42,5,37,37,1362,0.546300054,4.974433899,0.006311534,0.2010279,0.99897927,"BSK_3C_Thrombomodulin_up"
"2528","162","AEID:162_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-444","chain:alkaneLinear_dodedyl_C12",30,5,25,37,1374,0.550588846,7.427027225,0.001370851,0.134643376,0.999849916,"BSK_3C_Thrombomodulin_up"
"2529","162","AEID:162_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-445","chain:alkaneLinear_tetradecyl_C14",15,5,10,37,1389,0.555949807,18.77026939,3.99895e-05,0.053275738,0.999998271,"BSK_3C_Thrombomodulin_up"
"2530","162","AEID:162_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-446","chain:alkaneLinear_hexadecyl_C16",10,4,6,38,1393,0.545474648,24.43859673,0.000115574,0.040918879,0.999996245,"BSK_3C_Thrombomodulin_up"
"2531","162","AEID:162_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-474","chain:aromaticAlkane_Ar-C-Ar",60,5,55,37,1344,0.539866924,3.302211285,0.027481923,0.302827388,0.993422568,"BSK_3C_Thrombomodulin_up"
"2532","162","AEID:162_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-479","chain:aromaticAlkane_Ph-C1-Ph",53,5,48,37,1351,0.54236871,3.803490877,0.016790362,0.262916356,0.996486068,"BSK_3C_Thrombomodulin_up"
"2533","162","AEID:162_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-488","chain:aromaticAlkene_Ph-C2_acyclic_generic",33,4,29,38,1370,0.537254512,4.97277689,0.0138166,0.201094896,0.997860551,"BSK_3C_Thrombomodulin_up"
"2534","162","AEID:162_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-490","chain:aromaticAlkene_Ph-C2",27,3,24,39,1375,0.527136743,4.407051086,0.041417092,0.226909086,0.993272066,"BSK_3C_Thrombomodulin_up"
"2535","162","AEID:162_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-632","ring:hetero_[5]_Z_1_2-Z",38,4,34,38,1365,0.535467505,4.226006031,0.022428127,0.236630037,0.995939314,"BSK_3C_Thrombomodulin_up"
"2536","1620","AEID:1620_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-189","bond:CX_halide_aromatic-X_halo_phenol_para",18,5,13,29,257,0.549455345,3.408488035,0.038065415,0.293385208,0.991308331,"CLD_CYP3A4_6hr"
"2537","1620","AEID:1620_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-224","bond:NN_hydrazine_alkyl_N(connect_Z=1)",4,3,1,31,269,0.542265773,26.03225899,0.004763951,0.038413879,0.999867082,"CLD_CYP3A4_6hr"
"2538","1620","AEID:1620_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-423","chain:alkaneBranch_t-butyl_C4",19,7,12,27,258,0.580718935,5.574074268,0.002238326,0.179401994,0.999662638,"CLD_CYP3A4_6hr"
"2539","1620","AEID:1620_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-424","chain:alkaneBranch_neopentyl_C5",35,9,26,25,244,0.584204793,3.378461599,0.008193924,0.295992702,0.997934401,"CLD_CYP3A4_6hr"
"2540","1620","AEID:1620_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-472","chain:aromaticAlkane_Ar-C_meta",9,4,5,30,265,0.549564242,7.066666603,0.011048496,0.141509429,0.998804569,"CLD_CYP3A4_6hr"
"2541","1620","AEID:1620_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-476","chain:aromaticAlkane_Ph-C1_acyclic_connect_noDblBd",71,15,56,19,214,0.61688453,3.016917229,0.003672341,0.331464171,0.99891901,"CLD_CYP3A4_6hr"
"2542","1620","AEID:1620_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-480","chain:aromaticAlkane_Ph-C2",8,4,4,30,266,0.551416099,8.866666794,0.006669347,0.112781957,0.999421954,"CLD_CYP3A4_6hr"
"2543","1620","AEID:1620_invitrodb_v3_1_burst_hitc_MC_20190520","Txp-617","ring:hetero_[5]_N_triazole_(1_2_4-)",17,5,12,29,258,0.551307201,3.706896544,0.029906036,0.269767433,0.993692935,"CLD_CYP3A4_6hr"
