"","aeid","Assay Name","descriptors_name","label","CT-Tot","TP","FP","FN","TN","BA","OR","P-Val","Inv OR","Inv P-val","assay_component_endpoint_name"
"2789","123","AEID:123_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-267","bond:quatN_generic",45,9,36,48,3414,0.573729992,17.78125,2.32624e-08,0.056239016,1,"ATG_HNF4a_TRANS_up"
"2790","123","AEID:123_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-268","bond:quatN_trimethyl_alkyl_acyclic",14,4,10,53,3440,0.533638418,25.96226501,5.56459e-05,0.038517442,0.999998271,"ATG_HNF4a_TRANS_up"
"2791","123","AEID:123_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-441","chain:alkaneLinear_hexyl_C6",268,14,254,43,3196,0.585995436,4.09668541,6.34909e-05,0.244099766,0.999985874,"ATG_HNF4a_TRANS_up"
"2792","123","AEID:123_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-442","chain:alkaneLinear_octyl_C8",185,12,173,45,3277,0.580190718,5.051252365,2.84055e-05,0.197970703,0.999994934,"ATG_HNF4a_TRANS_up"
"2793","123","AEID:123_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-443","chain:alkaneLinear_decyl_C10",112,11,101,46,3349,0.581853569,7.929186344,1.15544e-06,0.12611635,0.999999881,"ATG_HNF4a_TRANS_up"
"2794","123","AEID:123_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-444","chain:alkaneLinear_dodedyl_C12",78,11,67,46,3383,0.586781085,12.07430267,2.60287e-08,0.08282052,1,"ATG_HNF4a_TRANS_up"
"2795","123","AEID:123_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-445","chain:alkaneLinear_tetradecyl_C14",34,9,25,48,3425,0.575324178,25.6875,1.57941e-09,0.03892944,1,"ATG_HNF4a_TRANS_up"
"2796","123","AEID:123_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-446","chain:alkaneLinear_hexadecyl_C16",19,6,13,51,3437,0.550747514,31.10407257,3.25007e-07,0.032150131,1,"ATG_HNF4a_TRANS_up"
"2797","123","AEID:123_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-471","chain:alkyne_ethyne_generic",30,4,26,53,3424,0.531319618,9.939042091,0.001254992,0.100613318,0.999900818,"ATG_HNF4a_TRANS_up"
"2798","123","AEID:123_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-474","chain:aromaticAlkane_Ar-C-Ar",121,8,113,49,3337,0.553798616,4.821383476,0.000637038,0.207409352,0.999885619,"ATG_HNF4a_TRANS_up"
"2799","123","AEID:123_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-479","chain:aromaticAlkane_Ph-C1-Ph",111,8,103,49,3347,0.555247903,5.3053298,0.000354681,0.18848969,0.999942005,"ATG_HNF4a_TRANS_up"
"2800","123","AEID:123_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-48","bond:C(=O)O_carboxylicEster_alkenyl",108,5,103,52,3347,0.528932095,3.124533176,0.029675145,0.320047796,0.992486298,"ATG_HNF4a_TRANS_up"
"2801","123","AEID:123_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-488","chain:aromaticAlkene_Ph-C2_acyclic_generic",83,5,78,52,3372,0.532555282,4.156804562,0.010500094,0.240569398,0.997974157,"ATG_HNF4a_TRANS_up"
"2802","123","AEID:123_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-58","bond:C=N_imine_C(connect_H_gt_0)",23,3,20,54,3430,0.523417234,9.527777672,0.00572505,0.104956269,0.999558628,"ATG_HNF4a_TRANS_up"
"2803","123","AEID:123_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-59","bond:C=N_imine_N(connect_noZ)",21,4,17,53,3433,0.532623947,15.24084377,0.000305619,0.065613165,0.999984145,"ATG_HNF4a_TRANS_up"
"2804","125","AEID:125_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-105","bond:CN_amine_sec-NH_aromatic_aliphatic",53,5,48,108,3346,0.515052617,3.227237701,0.026649801,0.309862524,0.993456542,"ATG_LXRa_TRANS_up"
"2805","125","AEID:125_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-147","bond:CX_halide_alkyl-F_perfluoro_butyl",18,3,15,110,3379,0.511064529,6.143636227,0.018673588,0.162770048,0.997795403,"ATG_LXRa_TRANS_up"
"2806","125","AEID:125_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-148","bond:CX_halide_alkyl-F_perfluoro_ethyl",22,3,19,110,3375,0.510475278,4.844497681,0.03211277,0.206419751,0.995228708,"ATG_LXRa_TRANS_up"
"2807","125","AEID:125_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-149","bond:CX_halide_alkyl-F_perfluoro_hexyl",15,3,12,110,3382,0.511506498,7.686363697,0.011168696,0.130100533,0.99894017,"ATG_LXRa_TRANS_up"
"2808","125","AEID:125_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-150","bond:CX_halide_alkyl-F_perfluoro_octyl",8,3,5,110,3389,0.512537718,18.48545456,0.001620988,0.054096587,0.99993521,"ATG_LXRa_TRANS_up"
"2809","125","AEID:125_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-151","bond:CX_halide_alkyl-F_tetrafluoro_(1_1_1_2-)",21,3,18,110,3376,0.510622621,5.115151405,0.028384387,0.195497632,0.995998085,"ATG_LXRa_TRANS_up"
"2810","125","AEID:125_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-168","bond:CX_halide_alkyl-X_tetrahalo_(1_1_2_2-)",24,3,21,110,3373,0.510180652,4.38051939,0.04029724,0.22828342,0.993404329,"ATG_LXRa_TRANS_up"
"2811","125","AEID:125_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-237","bond:P=O_phosphate_dithio",21,3,18,110,3376,0.510622621,5.115151405,0.028384387,0.195497632,0.995998085,"ATG_LXRa_TRANS_up"
"2812","125","AEID:125_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-239","bond:P=O_phosphate_thioate",21,4,17,109,3377,0.515194714,7.289800167,0.004001898,0.137177974,0.999572098,"ATG_LXRa_TRANS_up"
"2813","125","AEID:125_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-260","bond:P~S_generic",59,7,52,106,3342,0.523312867,4.244194508,0.002553985,0.235615969,0.999490261,"ATG_LXRa_TRANS_up"
"2814","125","AEID:125_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-423","chain:alkaneBranch_t-butyl_C4",116,12,104,101,3290,0.537776172,3.758568048,0.00028483,0.266058773,0.999931931,"ATG_LXRa_TRANS_up"
"2815","125","AEID:125_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-471","chain:alkyne_ethyne_generic",30,4,26,109,3368,0.513868809,4.753705025,0.014668574,0.210362226,0.997622967,"ATG_LXRa_TRANS_up"
"2816","125","AEID:125_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-602","ring:fused_steroid_generic_[5_6_6_6]",56,5,51,108,3343,0.514610648,3.03467679,0.032889016,0.329524368,0.991440892,"ATG_LXRa_TRANS_up"
"2817","125","AEID:125_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-611","ring:hetero_[5]_N_pyrazole",20,3,17,110,3377,0.510769904,5.417646885,0.024901174,0.18458198,0.996678889,"ATG_LXRa_TRANS_up"
"2818","126","AEID:126_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-105","bond:CN_amine_sec-NH_aromatic_aliphatic",53,4,49,82,3372,0.516094148,3.356894016,0.039690141,0.297894418,0.99102056,"ATG_LXRb_TRANS_up"
"2819","126","AEID:126_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-237","bond:P=O_phosphate_dithio",21,4,17,82,3404,0.520771146,9.767575264,0.001466968,0.102379553,0.999882162,"ATG_LXRb_TRANS_up"
"2820","126","AEID:126_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-239","bond:P=O_phosphate_thioate",21,3,18,83,3403,0.514811039,6.833333492,0.013762648,0.146341458,0.99853301,"ATG_LXRb_TRANS_up"
"2821","126","AEID:126_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-260","bond:P~S_generic",59,7,52,79,3369,0.533097565,5.740749836,0.000506104,0.174193278,0.99992466,"ATG_LXRb_TRANS_up"
"2822","126","AEID:126_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-423","chain:alkaneBranch_t-butyl_C4",116,9,107,77,3314,0.536686897,3.620099545,0.001877223,0.276235491,0.999548614,"ATG_LXRb_TRANS_up"
"2823","126","AEID:126_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-435","chain:alkaneCyclic_pentyl_C5",117,10,107,76,3314,0.542500854,4.075258255,0.00048378,0.245383218,0.999895036,"ATG_LXRb_TRANS_up"
"2824","126","AEID:126_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-436","chain:alkaneCyclic_hexyl_C6",212,14,198,72,3223,0.552456439,3.165123463,0.000524203,0.31594345,0.999850094,"ATG_LXRb_TRANS_up"
"2825","126","AEID:126_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-602","ring:fused_steroid_generic_[5_6_6_6]",56,6,50,80,3371,0.52757591,5.056499958,0.002217577,0.197765246,0.999634862,"ATG_LXRb_TRANS_up"
"2826","126","AEID:126_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-611","ring:hetero_[5]_N_pyrazole",20,3,17,83,3404,0.51495719,7.237420082,0.012006123,0.138170779,0.998790026,"ATG_LXRb_TRANS_up"
"2827","126","AEID:126_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-631","ring:hetero_[5]_Z_1_2_4_1_3_4-Z",56,4,52,82,3369,0.515655696,3.160412788,0.047128025,0.316414356,0.988712728,"ATG_LXRb_TRANS_up"
"2828","126","AEID:126_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-706","ring:polycycle_bicyclo_[2.1.1]heptane",22,3,19,83,3402,0.514664888,6.471781731,0.015657848,0.15451695,0.998240292,"ATG_LXRb_TRANS_up"
"2829","126","AEID:126_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-80","bond:CC(=O)C_ketone_alkene_cyclic_(C6)",39,6,33,80,3388,0.530060589,7.699999809,0.000310997,0.129870132,0.999966025,"ATG_LXRb_TRANS_up"
"2830","126","AEID:126_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-82","bond:CC(=O)C_ketone_alkene_cyclic_2-en-1-one",53,4,49,82,3372,0.516094148,3.356894016,0.039690141,0.297894418,0.99102056,"ATG_LXRb_TRANS_up"
"2831","126","AEID:126_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-83","bond:CC(=O)C_ketone_alkene_cyclic_2-en-1-one_generic",123,9,114,77,3307,0.535663784,3.390635729,0.002816658,0.294929951,0.999278665,"ATG_LXRb_TRANS_up"
"2832","127","AEID:127_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-273","bond:S(=O)N_sulfonamide",84,3,81,21,3402,0.550872087,6,0.018664934,0.166666672,0.997741938,"ATG_M_06_TRANS_up"
"2833","127","AEID:127_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-274","bond:S(=O)N_sulfonylamide",95,3,92,21,3391,0.549292982,5.265527725,0.025813565,0.18991448,0.996457875,"ATG_M_06_TRANS_up"
"2834","127","AEID:127_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-296","bond:S~N_generic",118,3,115,21,3368,0.545991242,4.183850765,0.04492769,0.239014253,0.992317557,"ATG_M_06_TRANS_up"
"2835","127","AEID:127_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-324","bond:metal_group_III_other_generic",20,3,17,21,3466,0.560059547,29.12605095,0.000297571,0.034333527,0.999992371,"ATG_M_06_TRANS_up"
"2836","127","AEID:127_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-42","bond:C(=O)O_carboxylicAcid_alkyl",198,5,193,19,3290,0.57646066,4.485955715,0.009607921,0.222917929,0.9982844,"ATG_M_06_TRANS_up"
"2837","127","AEID:127_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-487","chain:aromaticAlkane_Ph-C1_cyclic",271,5,266,19,3217,0.565981209,3.182627678,0.033377975,0.314205796,0.991748214,"ATG_M_06_TRANS_up"
"2838","127","AEID:127_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-5","atom:element_metal_poor_metal",20,3,17,21,3466,0.560059547,29.12605095,0.000297571,0.034333527,0.999992371,"ATG_M_06_TRANS_up"
"2839","127","AEID:127_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-94","bond:CN_amine_aliphatic_generic",356,6,350,18,3133,0.574755967,2.983809471,0.029049903,0.335142046,0.992137611,"ATG_M_06_TRANS_up"
"2840","128","AEID:128_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-103","bond:CN_amine_sec-NH_alkyl",106,4,102,34,3367,0.537929952,3.883506298,0.026440471,0.257499248,0.994795501,"ATG_M_19_TRANS_up"
"2841","128","AEID:128_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-105","bond:CN_amine_sec-NH_aromatic_aliphatic",53,3,50,35,3419,0.532266974,5.861142635,0.018943269,0.170615196,0.997653127,"ATG_M_19_TRANS_up"
"2842","128","AEID:128_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-264","bond:quatN_alkyl_acyclic",33,3,30,35,3439,0.535149693,9.825714111,0.005118758,0.101773769,0.999616981,"ATG_M_19_TRANS_up"
"2843","128","AEID:128_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-267","bond:quatN_generic",45,3,42,35,3427,0.533420086,6.993877411,0.012175893,0.1429822,0.998729408,"ATG_M_19_TRANS_up"
"2844","128","AEID:128_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-441","chain:alkaneLinear_hexyl_C6",268,11,257,27,3212,0.607694447,5.091799736,7.89268e-05,0.196394205,0.999986112,"ATG_M_19_TRANS_up"
"2845","128","AEID:128_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-442","chain:alkaneLinear_octyl_C8",185,10,175,28,3294,0.606355548,6.722448826,1.69884e-05,0.148755312,0.999997735,"ATG_M_19_TRANS_up"
"2846","128","AEID:128_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-443","chain:alkaneLinear_decyl_C10",112,8,104,30,3365,0.590273261,8.628205299,1.85203e-05,0.115898959,0.999998093,"ATG_M_19_TRANS_up"
"2847","128","AEID:128_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-444","chain:alkaneLinear_dodedyl_C12",78,5,73,33,3396,0.555267692,7.048567772,0.001351822,0.141872793,0.999843836,"ATG_M_19_TRANS_up"
"2848","128","AEID:128_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-474","chain:aromaticAlkane_Ar-C-Ar",121,4,117,34,3352,0.535767913,3.370537996,0.04029794,0.296688557,0.990927815,"ATG_M_19_TRANS_up"
"2849","128","AEID:128_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-479","chain:aromaticAlkane_Ph-C1-Ph",111,4,107,34,3362,0.537209272,3.696536541,0.030674759,0.270523489,0.993672013,"ATG_M_19_TRANS_up"
"2850","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-142","bond:CX_halide_alkenyl-X_generic",62,3,59,38,3407,0.528074086,4.558876038,0.034838136,0.21935232,0.994500935,"ATG_M_32_TRANS_up"
"2851","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-144","bond:CX_halide_alkyl-Cl_dichloro_(1_1-)",57,5,52,36,3414,0.553474188,9.118589401,0.000455134,0.109666079,0.999959111,"ATG_M_32_TRANS_up"
"2852","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-159","bond:CX_halide_alkyl-X_dihalo_(1_1-)",182,8,174,33,3292,0.572459996,4.586555004,0.00098421,0.21802856,0.999814808,"ATG_M_32_TRANS_up"
"2853","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-161","bond:CX_halide_alkyl-X_dihalo_(1_3)",51,3,48,38,3418,0.52966094,5.6217103,0.020950146,0.177881807,0.997297406,"ATG_M_32_TRANS_up"
"2854","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-169","bond:CX_halide_alkyl-X_trihalo_(1_1_1-)",130,5,125,36,3341,0.542943299,3.712222338,0.016634995,0.26938042,0.996427178,"ATG_M_32_TRANS_up"
"2855","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-171","bond:CX_halide_alkyl-X_trihalo_(1_2_3-)",41,3,38,38,3428,0.531103551,7.121883869,0.011622402,0.140412286,0.998808384,"ATG_M_32_TRANS_up"
"2856","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-180","bond:CX_halide_aromatic-X_dihalo_benzene_(1_2-)",62,3,59,38,3407,0.528074086,4.558876038,0.034838136,0.21935232,0.994500935,"ATG_M_32_TRANS_up"
"2857","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-192","bond:CX_halide_generic-X_dihalo_(1_2-)",152,6,146,35,3320,0.552109003,3.898238659,0.007677372,0.256526113,0.998376966,"ATG_M_32_TRANS_up"
"2858","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-264","bond:quatN_alkyl_acyclic",33,3,30,38,3436,0.532257617,9.042105675,0.006345402,0.110593714,0.999484837,"ATG_M_32_TRANS_up"
"2859","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-267","bond:quatN_generic",45,4,41,37,3425,0.542865872,9.030982018,0.001694967,0.110729925,0.999852777,"ATG_M_32_TRANS_up"
"2860","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-268","bond:quatN_trimethyl_alkyl_acyclic",14,3,11,38,3455,0.534998536,24.79664993,0.000493881,0.040328026,0.999985218,"ATG_M_32_TRANS_up"
"2861","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-273","bond:S(=O)N_sulfonamide",84,4,80,37,3386,0.53723979,4.575675488,0.015812285,0.218546957,0.997338891,"ATG_M_32_TRANS_up"
"2862","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-274","bond:S(=O)N_sulfonylamide",95,4,91,37,3375,0.535652936,4.009503841,0.023794677,0.249407411,0.995455503,"ATG_M_32_TRANS_up"
"2863","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-296","bond:S~N_generic",118,4,114,37,3352,0.532335043,3.178757668,0.047348101,0.314588308,0.988732219,"ATG_M_32_TRANS_up"
"2864","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-435","chain:alkaneCyclic_pentyl_C5",117,4,113,37,3353,0.532479286,3.207844973,0.046125039,0.311735749,0.989116848,"ATG_M_32_TRANS_up"
"2865","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-441","chain:alkaneLinear_hexyl_C6",268,8,260,33,3206,0.560053766,2.989277363,0.010873896,0.334529012,0.996917188,"ATG_M_32_TRANS_up"
"2866","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-442","chain:alkaneLinear_octyl_C8",185,7,178,34,3288,0.559687853,3.803040266,0.004948227,0.26294753,0.998904109,"ATG_M_32_TRANS_up"
"2867","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-443","chain:alkaneLinear_decyl_C10",112,6,106,35,3360,0.557879329,5.433962345,0.001674809,0.184027776,0.999743044,"ATG_M_32_TRANS_up"
"2868","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-444","chain:alkaneLinear_dodedyl_C12",78,5,73,36,3393,0.550444722,6.455479622,0.001915945,0.154907167,0.99975878,"ATG_M_32_TRANS_up"
"2869","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-445","chain:alkaneLinear_tetradecyl_C14",34,4,30,37,3436,0.544452727,12.38198185,0.000578935,0.080762513,0.999963164,"ATG_M_32_TRANS_up"
"2870","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-50","bond:C(=O)O_carboxylicEster_aromatic",144,5,139,36,3327,0.540923655,3.324340582,0.024800835,0.300811529,0.994085193,"ATG_M_32_TRANS_up"
"2871","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-592","ring:fused_[6_6]_naphthalene",84,4,80,37,3386,0.53723979,4.575675488,0.015812285,0.218546957,0.997338891,"ATG_M_32_TRANS_up"
"2872","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-596","ring:fused_PAH_anthracene",7,3,4,38,3462,0.536008358,68.32894897,5.0276e-05,0.014635086,0.999999464,"ATG_M_32_TRANS_up"
"2873","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-600","ring:fused_PAH_phenanthrene",12,3,9,38,3457,0.535287023,30.32456207,0.0003034,0.032976568,0.999992549,"ATG_M_32_TRANS_up"
"2874","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-663","ring:hetero_[6]_N_triazine_(1_3_5-)",35,3,32,38,3434,0.53196907,8.472039223,0.007489882,0.118035331,0.999351859,"ATG_M_32_TRANS_up"
"2875","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-664","ring:hetero_[6]_N_triazine_generic",74,3,71,38,3395,0.526342988,3.775018454,0.054265466,0.264899373,0.989745617,"ATG_M_32_TRANS_up"
"2876","129","AEID:129_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-677","ring:hetero_[6]_Z_1_3_5-",56,3,53,38,3413,0.528939664,5.083912849,0.026790388,0.196698889,0.9961918,"ATG_M_32_TRANS_up"
"2877","130","AEID:130_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-273","bond:S(=O)N_sulfonamide",84,3,81,20,3403,0.553592801,6.301851749,0.016614072,0.158683509,0.998083651,"ATG_M_61_TRANS_up"
"2878","130","AEID:130_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-274","bond:S(=O)N_sulfonylamide",95,3,92,20,3392,0.552014172,5.530434608,0.023029637,0.180817604,0.996986389,"ATG_M_61_TRANS_up"
"2879","130","AEID:130_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-296","bond:S~N_generic",118,3,115,20,3369,0.548713386,4.394347668,0.040272035,0.22756505,0.993430018,"ATG_M_61_TRANS_up"
"2880","130","AEID:130_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-42","bond:C(=O)O_carboxylicAcid_alkyl",198,5,193,18,3291,0.580997586,4.736614704,0.00796369,0.211121246,0.998650789,"ATG_M_61_TRANS_up"
"2881","130","AEID:130_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-487","chain:aromaticAlkane_Ph-C1_cyclic",271,5,266,18,3218,0.570521116,3.3604846,0.028143352,0.297576129,0.993392467,"ATG_M_61_TRANS_up"
"2882","130","AEID:130_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-94","bond:CN_amine_aliphatic_generic",356,6,350,17,3134,0.580205142,3.160336018,0.023753027,0.316422045,0.99391222,"ATG_M_61_TRANS_up"
"2883","131","AEID:131_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-184","bond:CX_halide_aromatic-X_ether_aromatic_(Ph-O-Ph)_generic",23,6,17,225,3259,0.510392368,5.112156868,0.002984256,0.195612147,0.99951607,"ATG_NURR1_TRANS_up"
"2884","131","AEID:131_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-187","bond:CX_halide_aromatic-X_halo_phenol_meta",34,7,27,224,3249,0.511030614,3.760416746,0.005696015,0.26592797,0.998726666,"ATG_NURR1_TRANS_up"
"2885","131","AEID:131_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-191","bond:CX_halide_aromatic-X_trihalo_benzene_(1_3_5-)",22,4,18,227,3258,0.505910754,3.189427376,0.052502036,0.313535899,0.987609863,"ATG_NURR1_TRANS_up"
"2886","131","AEID:131_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-241","bond:P=O_phosphate",35,6,29,225,3247,0.508560896,2.985747099,0.024751116,0.334924549,0.993269622,"ATG_NURR1_TRANS_up"
"2887","131","AEID:131_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-324","bond:metal_group_III_other_generic",20,11,9,220,3267,0.522435904,18.14999962,7.95037e-09,0.055096418,1,"ATG_NURR1_TRANS_up"
"2888","131","AEID:131_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-326","bond:metal_group_III_other_generic_oxy",7,4,3,227,3273,0.508200109,19.22467041,0.000548236,0.0520165,0.999977589,"ATG_NURR1_TRANS_up"
"2889","131","AEID:131_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-338","bond:metal_group_III_other_Sn_generic",13,9,4,222,3272,0.518869996,33.16216278,1.13818e-08,0.030154848,1,"ATG_NURR1_TRANS_up"
"2890","131","AEID:131_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-339","bond:metal_group_III_other_Sn_halide",8,4,4,227,3272,0.508047521,14.41409683,0.001039983,0.069376528,0.999943495,"ATG_NURR1_TRANS_up"
"2891","131","AEID:131_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-340","bond:metal_group_III_other_Sn_organo",13,9,4,222,3272,0.518869996,33.16216278,1.13818e-08,0.030154848,1,"ATG_NURR1_TRANS_up"
"2892","131","AEID:131_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-342","bond:metal_group_III_other_Sn_oxy",4,4,0,227,3276,0.508657992,1e+08,1.83701e-05,0,1,"ATG_NURR1_TRANS_up"
"2893","131","AEID:131_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-423","chain:alkaneBranch_t-butyl_C4",116,22,94,209,3182,0.533272266,3.563269854,4.04638e-06,0.280641109,0.999998927,"ATG_NURR1_TRANS_up"
"2894","131","AEID:131_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-424","chain:alkaneBranch_neopentyl_C5",332,51,281,180,2995,0.567501962,3.019869566,1.98492e-09,0.331140131,1,"ATG_NURR1_TRANS_up"
"2895","131","AEID:131_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-460","chain:alkeneLinear_diene_1_3-butene",25,7,18,224,3258,0.512404263,5.65625,0.00084684,0.176795587,0.999872625,"ATG_NURR1_TRANS_up"
"2896","131","AEID:131_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-472","chain:aromaticAlkane_Ar-C_meta",117,20,97,211,3179,0.528485417,3.106464148,5.56802e-05,0.321909398,0.99998337,"ATG_NURR1_TRANS_up"
"2897","131","AEID:131_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-474","chain:aromaticAlkane_Ar-C-Ar",121,24,97,207,3179,0.537143409,3.799790859,6.06463e-07,0.263172388,0.999999821,"ATG_NURR1_TRANS_up"
"2898","131","AEID:131_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-479","chain:aromaticAlkane_Ph-C1-Ph",111,22,89,209,3187,0.534035385,3.769367218,1.86711e-06,0.265296519,0.999999523,"ATG_NURR1_TRANS_up"
"2899","131","AEID:131_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-5","atom:element_metal_poor_metal",20,11,9,220,3267,0.522435904,18.14999962,7.95037e-09,0.055096418,1,"ATG_NURR1_TRANS_up"
"2900","131","AEID:131_invitrodb_v3_1_baseline_hitc_MC_20190516","Txp-59","bond:C=N_imine_N(connect_noZ)",21,4,17,227,3259,0.506063402,3.378077269,0.045208961,0.296026379,0.989895821,"ATG_NURR1_TRANS_up"
